MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
4.458       28.59       0.8908      0.296       1.592       45.18       11.29       0.004212    0.7894      0.4623      0.7101      
0.6876      50.84       0.9438      0.1462      1.357       66.35       16.59       0.007972    0.7063      0.05708     0.5904      
0.7856      13.22       0.974       0.4105      1.284       83.71       20.93       0.006173    0.6888      0.4027      0.9445      
1.639       20.34       0.9441      0.3667      1.773       61.49       15.37       0.00451     0.8306      0.5458      0.5536      
1.121       23.39       0.9515      0.2481      1.941       22.83       5.707       0.007881    0.7127      1.763       0.08108     
0.6634      32.29       0.9617      0.431       1.426       37.28       9.321       0.005352    0.7378      0.007433    0.428       
2.045       46.7        0.9508      0.4132      1.3         47.22       11.8        0.006685    0.6862      0.2643      0.3215      
1.003       15.87       0.942       0.3268      1.842       52.41       13.1        0.004888    0.8337      1.347       0.3585      
1.389       72.33       0.9664      0.1113      1.458       53.24       13.31       0.009439    0.7168      0.4138      0.7503      
3.265       48.64       0.9339      0.4199      1.787       37.06       9.265       0.003934    0.7547      0.1158      0.4482      
0.5858      17.98       0.9535      0.2258      2.148       61.49       15.37       0.01047     0.646       0.6012      0.6377      
0.8177      19.23       0.9379      0.4747      1.742       36.74       9.185       0.007737    0.683       0.7396      0.614       
2.35        61.7        0.9429      0.351       1.846       62.79       15.7        0.006658    0.7547      0.7207      0.4734      
1.301       56.51       0.9354      0.1212      1.867       45.51       11.38       0.007848    0.778       0.664       0.1011      
3.992       30.22       0.9054      0.461       1.596       39.19       9.798       0.006191    0.7915      0.0481      0.252       
3.924       58.75       0.9151      0.1487      1.669       37.43       9.358       0.008454    0.7227      0.453       0.589       
1.818       15.79       0.9487      0.1292      1.677       61.11       15.28       0.008337    0.6554      0.2285      0.6517      
2.578       32.83       0.9267      0.1278      1.379       29.68       7.421       0.008294    0.7503      1.086       0.4225      
0.1448      41.69       0.9814      0.4028      2.1         35.66       8.914       0.009762    0.8222      1.623       0.2216      
1.048       61.39       0.9722      0.2601      1.398       84.4        21.1        0.009885    0.7535      0.1034      0.4214      
1.227       54.13       0.9719      0.3693      1.941       80.69       20.17       0.00651     0.7181      1.439       0.239       
2.116       29.38       0.9289      0.3532      1.367       54.22       13.56       0.009691    0.6449      0.9677      0.111       
0.6661      45.47       0.97        0.1106      1.416       67.56       16.89       0.006057    0.6341      1.636       0.1384      
2.192       18.87       0.9485      0.2098      1.425       43.97       10.99       0.007022    0.727       0.4371      0.3408      
0.3146      11.53       0.9588      0.1809      2.168       50.91       12.73       0.007591    0.8393      0.4135      0.6969      
1.316       29.72       0.9364      0.4994      2.016       57.34       14.33       0.00602     0.6267      1.73        0.07387     
0.4498      59.79       0.9484      0.1201      2.025       23.72       5.931       0.004858    0.8053      0.1486      0.1639      
0.4129      38.79       0.9668      0.4387      1.289       71.31       17.83       0.003132    0.8365      1.765       0.6826      
1.112       72.19       0.9595      0.3929      1.85        77.62       19.41       0.008329    0.7854      0.2395      0.6598      
1.052       73.63       0.9452      0.2592      1.826       67.84       16.96       0.004553    0.6567      1.777       0.15        
1.248       33.41       0.9685      0.1964      1.287       34.42       8.605       0.008779    0.825       0.3828      0.8986      
0.5564      47.6        0.987       0.1092      1.438       61.96       15.49       0.008922    0.7034      0.2673      0.1673      
0.1424      40.11       0.9598      0.1698      1.873       48.13       12.03       0.007257    0.6107      0.924       0.2317      
1.604       55.49       0.9676      0.1387      1.507       29.45       7.362       0.004551    0.7881      1.196       0.7489      
2.314       30.72       0.9247      0.4587      1.71        68.74       17.19       0.003621    0.6571      1.061       0.1499      
2.148       29.31       0.936       0.1908      1.945       50.51       12.63       0.009227    0.66        0.7207      0.399       
0.9972      33.41       0.9774      0.1309      1.736       52.97       13.24       0.009325    0.714       1.377       0.245       
2.45        42.02       0.9292      0.36        1.637       53.35       13.34       0.008569    0.6421      1.428       0.8514      
1.543       65.52       0.9578      0.3869      1.828       30.52       7.631       0.007907    0.6753      1.128       0.1745      
2.3         28.69       0.9343      0.4856      1.316       27.65       6.912       0.009327    0.7246      0.06013     0.8475      
4.491       22.39       0.9006      0.3869      1.716       64.38       16.1        0.008116    0.801       0.8369      0.6842      
2.166       66.85       0.9308      0.4789      1.77        53.47       13.37       0.003999    0.8014      1.432       0.8111      
1.337       14.34       0.9704      0.3329      1.671       61.98       15.5        0.009669    0.6511      0.3078      0.7252      
2.07        30.49       0.9303      0.4483      1.322       66.26       16.56       0.004856    0.6356      1.247       0.1615      
2.335       42.8        0.9151      0.3327      1.484       78.07       19.52       0.004507    0.7006      0.8229      0.3599      
2.418       64.37       0.9496      0.3159      1.944       42.73       10.68       0.008779    0.7407      0.2522      0.8181      
1.98        43.07       0.9372      0.3001      1.78        60.48       15.12       0.003934    0.6468      1.367       0.2347      
0.9025      33.76       0.9435      0.455       1.265       37.48       9.371       0.009776    0.7999      1.409       0.2351      
3.8         45.76       0.9155      0.1001      1.75        62.88       15.72       0.006072    0.7398      1.112       0.795       
2.246       41.86       0.9418      0.4783      1.358       73.75       18.44       0.004846    0.6395      1.221       0.1415      
4.6         51.67       0.9047      0.3299      1.346       33.19       8.297       0.006458    0.7502      0.6251      0.2366      
2.097       59.4        0.9487      0.4977      1.741       60.7        15.18       0.008903    0.6451      1.016       0.3671      
0.3896      50.15       0.9752      0.2196      1.52        85.73       21.43       0.005946    0.6858      0.8024      0.8779      
4.191       27.12       0.893       0.4124      1.679       32.7        8.176       0.006813    0.7714      0.7972      0.3709      
0.3282      73.35       0.9849      0.3283      1.816       43.66       10.92       0.005711    0.6723      1.518       0.5978      
0.2651      28.84       0.948       0.2572      2.145       34.27       8.567       0.008844    0.7617      1.937       0.6708      
0.5748      58.75       0.9426      0.4987      1.467       72.67       18.17       0.007697    0.8124      1.176       0.4451      
1.614       39.64       0.9337      0.1797      1.339       56.13       14.03       0.003621    0.7803      0.2574      0.4964      
3.049       60.56       0.9082      0.4681      1.507       70.93       17.73       0.007274    0.6852      0.6676      0.1944      
1.249       33.4        0.9658      0.2351      1.612       35.32       8.83        0.005079    0.7759      0.8908      0.2374      
1.557       11.77       0.9421      0.1132      1.778       42.53       10.63       0.008524    0.7035      1.484       0.8466      
0.3797      77.58       0.9708      0.4451      1.514       23.99       5.999       0.004722    0.7554      0.581       0.8831      
